Score,Text
5.0,The jade earrings arrived exactly as pictured. I am very pleased and will enjoy them immensely. My order arrived promptly and with no fuss. Great experience with this vendor.
5.0,It was the first time I used the network and am glad I did. The item I ordered was just as it was pictured and the delievery time was right on the money.
5.0,Very pleased with this item. Have rec'd many compliments. Jade smaller than expected but satisfactory. I wear them often.
5.0,"Although I love moonstone in larger pieces, this pendant however was eye catching.With it's very unique design, it will be something I will wear very often.The seller was prompt and very nice to deal with.I would order this product again. In fact I bought 2 of them."
,"I was very pleased with this pendant! It was even more beautiful than the picture. It is a very nice size and quality for the price. I was afraid the stone might appear a little bland, as often happens with moonstone that is not the best quality, but the color and fire in the stone was even more vibrant than can be seen in the photo. It would definitely be an asset to your jewelry collection. So far, I have been more than pleased with everything I have purchased from this merchant. The items were shipped quickly and in good condition."
4.0,I tend to wear this alot. There are some obvious occlusions.. but nothing horrific. Good value for the money. Many compliments.
5.0,"I bought it for my friend and she loved the pendant. It comes with a chain, but you have to buy it extra. It's not expensive, and she thought it was beautiful, which is enough to rate this 5 stars."
5.0,"This was a perfect gift for my grandniece, an aspiring ballerina! She wears it on a chain araound her neck."
5.0,I ordered these sterling silver earrings because my old ones broke.They arrived promptly and they are BEAUTIFUL!!! I LOVE THEM.Thank you as I was broken hearted when my old ones broke.I would order them from this company again.Thank you !!!!
5.0,I am always looking for small leverback earrings because they are so easy to slip on my ears & so hard to lose! Since I love butterflies these were perfect -- nice & sparkly too.
5.0,"At 58 years old, this is my first birthstone ring ... and I am DELIGHTED! I was actually jumping up and down in my seat when I opened the box. It is lovely and was in a cute bag with a little bear as a plus!! This is just an awesome, dainty, beautifully colored Aquamarine White Gold Ring. SUPER!"
,"I bought this as a gift and was very pleased with my purchase. The pin arrived very quickly from the seller Jim Clift Design, Inc., and was packaged and presented vnicely. The pin itself looks even lovelier in person than it does online (it's beautifully detailed), and for a mere $5.00, I think you'd be hard-pressed to find a better deal on a handcrafted pewter item. Highly recommended!"
,"I'm really glad I purchased this anklet. I always buy products that say ""Live, Laugh, Love"" or simply ""Love"" and this of course was no exception. I wear this gold anklet every single day, and although it looks extremely dainty, its actually quite sturdy. I do wish that the ""Love"" was a little bit bigger so that it would be more visible from a distance. Overall though, I'm very satisfied with the anklet!"
5.0,This is my third purchase from Netaya and I a pleased. This item arrived in a timely fashion and I look forward to doing more business with Netaya in the near future.
1.0,"This does not come with a chain. That is stated in the description, but I did not notice that when I ordered it, so that's something to be aware of. There is significant discoloration inside the locket, which would be mostly hidden by any photographs placed in it. The thing that I am displeased about is that the photograph of this pendant clearly shows the stone in the middle as being pink. The stone is not pink at all; it is a dark purple. The only nice thing I have to say is that I was pleased that the company shipped this to me quite rapidly."
5.0,"I bought this for my fiance, thinking it would just be a temporary ring and she would pick something else later, but as it turns out she loves it and is keeping it. It is a very striking ring, big enough to look good with a larger stone, and her rock sits up and catches the light beautifully! (She said yes!)"
5.0,"This is a very simple piece of jewelry, but looks amazing with T-shirts and jeans. A must have for a casual look."
3.0,"While this earring looks pretty, it's much thinner, lighter and bigger than it seems in the picture, so I'm don't wear them much. I should have returned them, but they were a gift."
5.0,"I recently purchased these earrings for my wife. They were everything the seller said they were, arrived more quickly than I had expected and were very nicely packaged."
5.0,"Hi! The earrings were exactly as described, arrived timely and packed well. I would not hesistate to order!! Great price!!"
